datetime,Load
2017-02-08,404628.0
2017-02-09,310170.0
2017-02-10,388212.4
2017-02-11,311484.3999999999
2017-02-12,266599.20000000007
2017-02-13,266599.20000000007
2017-02-14,266599.20000000007
2017-02-15,266599.20000000007
2017-02-16,308400.0
2017-02-17,280454.0
2017-02-18,296276.5
2017-02-19,315951.0
2017-02-20,315373.5
2017-02-21,286938.0
2017-02-22,319584.5
2017-02-23,313321.5
2017-02-24,284456.5
2017-02-25,294464.5
2017-02-26,307675.0
2017-02-27,312875.0
2017-02-28,315703.5
2017-03-01,268279.5
2017-03-02,264045.5
2017-03-03,299507.5
2017-03-04,334620.5
2017-03-05,368029.5
2017-03-06,365152.0
